0,minutes,hours,z
3.678647222222222,220.71883333333332,3.678647222222222,0.06168237578138952
3.8796457222222225,232.77874333333335,3.8796457222222225,0.3121717149198957
3.84459,230.67540000000002,3.84459,0.28879869648862344
4.652006472222223,279.1203883333334,4.652006472222223,0.38023582813661533
3.765344222222222,225.92065333333332,3.765344222222222,0.31076180284190935
3.792348805555555,227.5409283333333,3.792348805555555,0.32003448764368014
3.89037875,233.422725,3.89037875,0.32333840396552876
4.392114166666667,263.52685,4.392114166666667,0.3511032099980391
4.814068000000001,288.84408,4.814068000000001,0.39717702190200443
4.12584,247.55040000000002,4.12584,0.3493726085754436
5.247785277777777,314.8671166666666,5.247785277777777,0.4206913952249667
3.7545619444444447,225.27371666666667,3.7545619444444447,0.31294935622127457
3.7673347222222224,226.04008333333334,3.7673347222222224,0.31264149188640555
4.143816972222222,248.6290183333333,4.143816972222222,0.33342872771566706
4.123509805555555,247.4105883333333,4.123509805555555,0.32964992693464357
5.243493611111111,314.6096166666667,5.243493611111111,0.42898991699016803
5.682940555555556,340.9764333333333,5.682940555555556,0.4607716345562596
3.7804170833333335,226.825025,3.7804170833333335,0.3102417008594451
3.690928333333334,221.45570000000004,3.690928333333334,0.3005149768277621
5.4386553611111115,326.31932166666667,5.4386553611111115,0.4397559081132534
5.245733472222223,314.74400833333334,5.245733472222223,0.437041852640252
4.290882111111111,257.45292666666666,4.290882111111111,0.3397647514620454
3.80818375,228.491025,3.80818375,0.31004259307347204
3.796581611111111,227.79489666666666,3.796581611111111,0.3068535300213377
3.755064027777778,225.30384166666667,3.755064027777778,0.30006091049392514
3.7837684722222225,227.02610833333335,3.7837684722222225,0.3139430882372874
3.8132630555555553,228.79578333333333,3.8132630555555553,0.31475130767881665
4.373616805555556,262.41700833333334,4.373616805555556,0.3541704917623032
3.8747509722222224,232.48505833333334,3.8747509722222224,0.31893038059470286
4.115714194444445,246.9428516666667,4.115714194444445,0.33550527473158476
3.763429777777778,225.80578666666668,3.763429777777778,0.3184311036730564
4.41242375,264.745425,4.41242375,0.3653784165737104
5.23947,314.3682,5.23947,0.4404937897516043
9.29459097222222,557.6754583333333,9.29459097222222,0.7976657567173848
4.089935722222222,245.39614333333333,4.089935722222222,0.3309044698944916
3.8132630555555553,228.79578333333333,3.8132630555555553,0.3043611465252967
4.1502324999999995,249.01394999999997,4.1502324999999995,0.3274462665108877
4.14008,248.40480000000002,4.14008,0.32184619406090326
3.775661555555556,226.53969333333336,3.775661555555556,0.30450258747574566
4.130915277777778,247.85491666666667,4.130915277777778,0.33690537968080253
3.764573833333333,225.87443,3.764573833333333,0.3060258753947993
3.6680298333333337,220.08179,3.6680298333333337,0.3172778220341035
4.189429305555556,251.36575833333333,4.189429305555556,0.3340251294012601
4.1277275,247.66365,4.1277275,0.3406406054841197
3.794961277777778,227.69767666666667,3.794961277777778,0.30628020003199075
3.8061082500000007,228.36649500000004,3.8061082500000007,0.30370214884405533
5.076170194444445,304.5702116666667,5.076170194444445,0.42248434519132155
